,transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
5218,Manual,Skoda,2012,499000.0,Diesel,5.0,75000.0,First Owner,1598,103.5,20.5,Hyderabad
5219,Manual,Mahindra,2018,1300000.0,Diesel,7.0,78500.0,First Owner,1997,140.0,16.0,Hyderabad
5220,Manual,Maruti,2013,450000.0,Diesel,5.0,56000.0,First Owner,1248,73.94,23.2,Hyderabad
5221,Manual,Fiat,2014,295000.0,Diesel,5.0,100000.0,First Owner,1248,75.0,20.3,Hyderabad
5222,Automatic,Hyundai,2017,667000.0,Petrol,5.0,32289.0,Second Owner,1368,98.63,18.6,Hyderabad
5223,Automatic,Tata,2018,790000.0,Petrol,5.0,106467.0,First Owner,1198,108.5,17.0,Hyderabad
5224,Manual,Maruti,2014,480000.0,Diesel,5.0,75000.0,First Owner,1248,74.0,22.9,Hyderabad
5225,Manual,Honda,2014,463999.99999999994,Petrol,5.0,109832.0,Second Owner,1497,117.3,17.4,Hyderabad
5226,Automatic,Hyundai,2018,1228000.0,Petrol,5.0,44123.0,First Owner,1999,149.92,14.62,Hyderabad
5228,Manual,Maruti,2017,801000.0,Diesel,5.0,121129.0,Second Owner,1248,88.5,24.3,Hyderabad
5229,Manual,Maruti,2020,560000.0,Petrol,5.0,40000.0,Second Owner,1197,81.8,20.89,Hyderabad
5230,Manual,Mahindra,2016,420000.0,Diesel,5.0,72607.0,First Owner,1198,77.0,25.32,Hyderabad
5231,Manual,Hyundai,2016,472000.0,Petrol,5.0,28467.0,Second Owner,1197,82.0,18.9,Hyderabad
5232,Manual,Skoda,2017,750000.0,Petrol,5.0,60000.0,First Owner,1598,103.2,15.41,Hyderabad
5233,Manual,Hyundai,2017,1098000.0,Diesel,5.0,122474.0,First Owner,1582,126.2,19.67,Hyderabad
5234,Automatic,Maruti,2017,650000.0,Petrol,5.0,37665.0,First Owner,1197,83.1,21.4,Hyderabad
5235,Automatic,Volvo,2017,4550000.0,Diesel,7.0,152000.0,First Owner,1969,235.0,17.2,Hyderabad
5236,Manual,Maruti,2014,320000.0,Petrol,5.0,50000.0,Second Owner,998,67.04,20.51,Hyderabad
5237,Manual,Honda,2018,680000.0,Diesel,5.0,110000.0,First Owner,1498,98.6,25.8,Hyderabad
5238,Manual,Mahindra,2012,600000.0,Diesel,7.0,120000.0,Third Owner,2179,140.0,15.1,Hyderabad
5239,Automatic,Audi,2016,2699000.0,Diesel,5.0,45000.0,First Owner,1968,187.74,18.53,Hyderabad
5240,Manual,Hyundai,2016,499000.0,Diesel,5.0,85000.0,First Owner,1120,70.0,24.0,Hyderabad
5241,Automatic,Honda,2021,1250000.0,Petrol,5.0,61000.0,First Owner,1497,117.6,17.4,Hyderabad
5242,Manual,Maruti,2014,409000.0,Petrol,5.0,94540.0,First Owner,1197,88.5,22.38,Hyderabad
5243,Manual,Hyundai,2018,991000.0,Petrol,5.0,96620.0,First Owner,1591,121.3,13.0,Hyderabad
5244,Manual,Toyota,2013,750000.0,Diesel,8.0,90000.0,Third Owner,2494,100.6,12.99,Hyderabad
5245,Automatic,Hyundai,2016,496000.0,Petrol,5.0,104436.0,Second Owner,1197,82.0,18.9,Hyderabad
5246,Manual,Datsun,2017,298000.0,Petrol,5.0,28545.0,First Owner,799,53.64,22.7,Hyderabad
5247,Manual,Volkswagen,2019,720000.0,Petrol,5.0,66500.0,First Owner,999,75.0,18.78,Hyderabad
5248,Manual,Hyundai,2017,583000.0,Petrol,5.0,80133.0,First Owner,1197,81.83,18.6,Hyderabad
5249,Automatic,Mercedes-Benz,2011,1125000.0,Diesel,5.0,106000.0,First Owner,2143,170.0,14.84,Hyderabad
5250,Manual,Maruti,2020,982000.0,Petrol,5.0,26852.0,First Owner,1462,103.25,18.55,Hyderabad
5251,Manual,Maruti,2015,458000.0,Petrol,5.0,59990.0,First Owner,1197,88.5,22.38,Hyderabad
5253,Manual,Honda,2018,852999.9999999999,Diesel,5.0,75135.0,First Owner,1498,97.9,25.6,Hyderabad
5254,Manual,Hyundai,2019,600000.0,Petrol,5.0,50000.0,Second Owner,1197,81.86,18.9,Hyderabad
5255,Manual,Honda,2010,390000.0,Petrol,5.0,73000.0,First Owner,1799,130.0,13.5,Hyderabad
5256,Manual,Maruti,2018,620000.0,Petrol,5.0,70000.0,Second Owner,1197,83.1,21.4,Hyderabad
5257,Manual,Mahindra,2006,400000.0,Diesel,8.0,120000.0,First Owner,2609,116.6,12.7,Hyderabad
5258,Manual,Tata,2021,2200000.0,Diesel,7.0,20000.0,First Owner,1956,167.67,16.14,Hyderabad
5259,Manual,Toyota,2012,750000.0,Diesel,7.0,120000.0,First Owner,2494,100.0,12.99,Hyderabad
5260,Manual,Toyota,2013,975000.0,Diesel,7.0,120000.0,Second Owner,2494,100.0,12.99,Hyderabad
5261,Manual,Maruti,2013,447000.0,Petrol,5.0,50824.0,First Owner,1197,88.5,22.38,Hyderabad
5262,Manual,Maruti,2013,409999.99999999994,Diesel,5.0,85507.0,Second Owner,1248,74.0,22.9,Hyderabad
5263,Manual,Hyundai,2010,330000.0,Diesel,5.0,70000.0,First Owner,1493,110.0,16.8,Hyderabad
5264,Manual,Maruti,2014,372000.0,Petrol,5.0,75773.0,Second Owner,1197,85.8,18.5,Hyderabad
5265,Manual,Hyundai,2016,470000.0,Diesel,5.0,62000.0,First Owner,1120,70.0,24.0,Hyderabad
5266,Manual,Hyundai,2012,297000.0,Petrol,5.0,47004.0,First Owner,1197,78.9,20.36,Hyderabad
5267,Manual,Volkswagen,2014,420000.0,Diesel,5.0,110000.0,Second Owner,1498,88.8,20.14,Hyderabad
5268,Manual,Maruti,2013,405999.99999999994,Diesel,5.0,97085.0,Second Owner,1248,74.0,22.9,Hyderabad
5269,Manual,Hyundai,2014,561000.0,Diesel,5.0,87449.0,Third Owner,1582,126.32,22.32,Hyderabad
5270,Manual,Maruti,2016,350000.0,Diesel,5.0,100000.0,First Owner,1248,73.94,23.2,Hyderabad
5271,Manual,Maruti,2012,193000.0,Petrol,5.0,53338.0,Second Owner,796,46.3,19.7,Hyderabad
5272,Manual,Honda,2011,400000.0,Petrol,5.0,120000.0,Second Owner,1497,1186600.0,17.0,Hyderabad
5273,Manual,Hyundai,2019,765000.0,Diesel,5.0,78000.0,First Owner,1396,88.76,22.54,Hyderabad
5274,Manual,Toyota,2017,1998999.9999999998,Diesel,7.0,112000.0,First Owner,2393,147.8,13.68,Hyderabad
5275,Manual,Nissan,2022,850000.0,Petrol,5.0,10000.0,First Owner,999,71.02,18.75,Hyderabad
5276,Manual,Maruti,2022,1000000.0,Petrol,5.0,20000.0,First Owner,1462,103.26,17.03,Hyderabad
5277,Manual,Mahindra,2012,556000.0,Diesel,7.0,89000.0,Second Owner,2179,140.0,15.1,Hyderabad
5278,Manual,Maruti,2008,100000.0,Petrol,5.0,100000.0,Second Owner,796,46.3,19.7,Hyderabad
5279,Manual,Maruti,2021,1050000.0,Petrol,7.0,20000.0,First Owner,1462,103.26,19.01,Hyderabad
5280,Manual,Nissan,2022,909000.0,Petrol,5.0,13918.0,First Owner,999,98.63,20.0,Hyderabad
5281,Manual,Nissan,2020,734000.0,Petrol,5.0,28839.0,First Owner,999,71.02,18.75,Hyderabad
5282,Automatic,Maruti,2017,450000.0,Petrol,5.0,30000.0,First Owner,998,67.04,23.1,Hyderabad
5283,Automatic,Datsun,2018,356000.0,Petrol,5.0,16097.0,First Owner,999,67.0,23.0,Hyderabad
5284,Automatic,Volkswagen,2021,835000.0,Petrol,5.0,23683.0,First Owner,999,108.62,16.47,Hyderabad
5286,Manual,Maruti,2013,233000.0,Petrol,5.0,48471.0,Second Owner,998,65.71,24.39,Hyderabad
5287,Manual,Maruti,2013,221000.0,Petrol,5.0,62437.0,Second Owner,998,65.71,24.39,Hyderabad
5288,Automatic,Tata,2018,549000.0,Petrol,5.0,45000.0,First Owner,1199,84.0,20.3,Hyderabad
5289,Manual,Maruti,2022,881000.0,Petrol,5.0,15992.0,First Owner,1462,103.25,20.65,Hyderabad
5290,Manual,Maruti,2018,325000.0,Petrol,5.0,34000.0,First Owner,796,47.3,24.7,Hyderabad
5291,Manual,Hyundai,2008,250000.0,Petrol,5.0,45000.0,First Owner,1197,78.9,20.36,Hyderabad
5292,Manual,Maruti,2016,810000.0,Diesel,7.0,90000.0,First Owner,1498,93.87,24.2,Hyderabad
5293,Automatic,Tata,2018,1200000.0,Diesel,5.0,40000.0,First Owner,1497,108.5,21.5,Hyderabad
5294,Manual,Maruti,2022,650000.0,Petrol,5.0,22907.0,First Owner,1197,88.5,22.38,Hyderabad
5295,Manual,Maruti,2012,315000.0,CNG,5.0,79000.0,First Owner,998,67.04,33.54,Hyderabad
5296,Manual,Hyundai,2016,340000.0,Diesel,5.0,90000.0,Second Owner,1120,71.0,24.4,Hyderabad
5297,Manual,Maruti,2019,333000.0,Petrol,5.0,16903.0,Second Owner,796,47.3,24.7,Hyderabad
5298,Automatic,Nissan,2018,568000.0,Petrol,5.0,36874.0,First Owner,1198,75.94,19.15,Hyderabad
5299,Automatic,Maruti,2017,650000.0,Petrol,5.0,60000.0,First Owner,1373,91.1,19.12,Hyderabad
5300,Manual,Maruti,2012,329000.0,Petrol,5.0,29994.0,Second Owner,998,67.1,18.9,Hyderabad
5301,Automatic,Hyundai,2019,806000.0,Petrol,5.0,26416.0,Second Owner,1197,81.86,17.4,Hyderabad
5302,Manual,Skoda,2018,775000.0,Diesel,5.0,70000.0,Second Owner,1498,108.6,21.13,Hyderabad
5303,Manual,Honda,2018,655000.0,Petrol,5.0,27581.0,Second Owner,1199,88.7,17.5,Hyderabad
5304,Automatic,Toyota,2018,3250000.0,Diesel,7.0,80000.0,First Owner,2755,174.5,12.9,Hyderabad
5305,Manual,Maruti,2020,672000.0,Petrol,5.0,88126.0,First Owner,1197,81.8,21.21,Hyderabad
5306,Automatic,Hyundai,2019,981000.0,Petrol,5.0,72563.0,First Owner,998,118.35,18.15,Hyderabad
5307,Manual,Hyundai,2013,220000.00000000003,LPG,5.0,90000.0,Second Owner,814,55.2,21.1,Hyderabad
5308,Manual,Hyundai,2016,803999.9999999999,Petrol,5.0,88060.0,First Owner,1591,121.3,13.0,Hyderabad
5309,Manual,Maruti,2022,800000.0,Petrol,5.0,20000.0,First Owner,1197,88.5,22.38,Hyderabad
5310,Manual,Toyota,2015,950000.0,Diesel,7.0,119000.0,Second Owner,2494,100.6,12.99,Hyderabad
5311,Manual,Hyundai,2017,600000.0,Petrol,5.0,60000.0,First Owner,1197,81.83,18.6,Hyderabad
5312,Automatic,Ford,2020,3595000.0000000005,Diesel,7.0,45000.0,First Owner,1996,167.62,12.4,Hyderabad
5313,Automatic,Kia,2021,2650000.0,Diesel,7.0,80000.0,Second Owner,2199,197.2,14.11,Hyderabad
5314,Manual,Hyundai,2020,1475000.0,Diesel,5.0,95315.0,First Owner,1582,126.2,20.5,Hyderabad
5315,Manual,Maruti,2013,263000.0,Petrol,5.0,100000.0,Second Owner,998,67.04,20.51,Hyderabad
5316,Manual,Hyundai,2010,245000.00000000003,Petrol,5.0,31000.0,First Owner,1086,62.1,17.92,Hyderabad
5317,Manual,Maruti,2019,777000.0,Diesel,5.0,109271.0,First Owner,1248,88.5,24.3,Hyderabad
5318,Automatic,Maruti,2019,507000.0,Petrol,5.0,47844.0,Second Owner,1197,81.8,20.89,Hyderabad
5319,Manual,Maruti,2021,1050000.0,Petrol,6.0,80000.0,Second Owner,1462,103.2,19.01,Hyderabad
5320,Manual,Maruti,2013,297000.0,Petrol,5.0,62438.0,First Owner,998,67.1,18.9,Hyderabad
5321,Manual,Hyundai,2013,411000.00000000006,Petrol,5.0,89318.0,Third Owner,1197,82.9,18.5,Hyderabad
5322,Automatic,Kia,2021,2600000.0,Diesel,7.0,90000.0,Second Owner,2199,197.2,14.11,Hyderabad
5323,Automatic,Hyundai,2019,529000.0,Petrol,5.0,29200.0,Second Owner,1086,68.0,20.3,Hyderabad
5324,Automatic,MG,2020,1950000.0,Petrol,5.0,40000.0,First Owner,1451,141.0,13.96,Hyderabad
5325,Automatic,Honda,2019,916000.0,Petrol,5.0,96940.0,First Owner,1498,119.35,18.4,Hyderabad
5326,Manual,Hyundai,2018,842000.0,Petrol,5.0,65850.0,First Owner,1591,121.3,17.0,Hyderabad
5327,Manual,Hyundai,2011,290000.0,Petrol,5.0,90000.0,First Owner,1197,78.9,20.36,Hyderabad
5328,Automatic,Hyundai,2019,525000.0,Petrol,5.0,38264.0,First Owner,1086,68.0,20.3,Hyderabad
5329,Automatic,Renault,2018,894999.9999999999,Petrol,5.0,47000.0,First Owner,1498,104.5,14.99,Hyderabad
5330,Automatic,Toyota,2019,3600000.0,Diesel,7.0,77027.0,First Owner,2755,174.5,12.9,Hyderabad
5331,Manual,Honda,2009,385000.0,Petrol,5.0,78000.0,First Owner,1497,116.4,16.8,Hyderabad
5332,Manual,Mahindra,2019,1000000.0,Diesel,5.0,70000.0,Second Owner,1497,115.0,20.0,Hyderabad
5333,Manual,Skoda,2008,300000.0,Petrol,5.0,112000.0,First Owner,1781,1101505700.0,12.8,Hyderabad
5334,Manual,Hyundai,2013,515000.00000000006,Diesel,5.0,138000.0,First Owner,1582,126.32,22.32,Hyderabad
5335,Manual,Ford,2010,299000.0,Diesel,5.0,51000.0,First Owner,1399,68.0,20.0,Hyderabad
5336,Manual,Hyundai,2010,268000.0,Petrol,5.0,83462.0,Second Owner,1197,78.9,20.36,Hyderabad
5337,Manual,Renault,2021,483000.0,Petrol,5.0,26494.0,First Owner,999,67.0,21.74,Hyderabad
5338,Automatic,BMW,2011,1299000.0,Diesel,5.0,82000.0,First Owner,1995,184.0,17.05,Hyderabad
5339,Manual,Maruti,2018,618000.0,Petrol,5.0,68101.0,First Owner,1197,83.1,21.4,Hyderabad
5340,Automatic,Maruti,2018,691000.0,Diesel,5.0,99105.0,Second Owner,1248,74.0,28.4,Hyderabad
5341,Manual,Hyundai,2016,1000000.0,Diesel,5.0,90000.0,First Owner,1582,126.2,19.67,Hyderabad
5342,Automatic,Maruti,2017,653000.0,Petrol,5.0,70424.0,Second Owner,1373,91.1,19.12,Hyderabad
5343,Automatic,Maruti,2018,990000.0,Diesel,5.0,98000.0,First Owner,1248,88.5,24.3,Hyderabad
5344,Manual,Honda,2014,537000.0,Diesel,5.0,79189.0,Second Owner,1498,98.6,25.1,Hyderabad
5345,Manual,Maruti,2011,252999.99999999997,Petrol,5.0,115218.0,First Owner,998,67.1,18.9,Hyderabad
5346,Manual,Hyundai,2012,399000.0,Petrol,5.0,120000.0,First Owner,1591,121.3,17.01,Hyderabad
5347,Manual,Maruti,2015,471000.0,Petrol,5.0,119106.0,Second Owner,1197,88.5,22.38,Hyderabad
5348,Manual,Honda,2011,340000.0,Petrol,5.0,60000.0,Second Owner,1497,1186600.0,17.0,Hyderabad
5349,Manual,Maruti,2017,659000.0,Diesel,5.0,60000.0,First Owner,1248,74.0,28.4,Hyderabad
5350,Manual,Maruti,2019,370000.0,Petrol,5.0,80000.0,First Owner,796,47.33,22.05,Hyderabad
5351,Manual,Maruti,2012,400000.0,Diesel,5.0,143000.0,Second Owner,1248,74.0,22.9,Hyderabad
5352,Manual,Maruti,2018,700000.0,Diesel,5.0,50000.0,First Owner,1248,74.0,25.2,Hyderabad
5353,Automatic,Volkswagen,2011,750000.0,Diesel,5.0,105000.0,First Owner,1968,167.7,14.3,Hyderabad
5354,Automatic,Toyota,2016,2000000.0,Diesel,7.0,110000.0,First Owner,2755,171.5,11.36,Hyderabad
5355,Manual,Honda,2011,360000.0,Petrol,5.0,80000.0,First Owner,1497,1186600.0,17.0,Hyderabad
5356,Manual,Maruti,2013,368000.0,Petrol,5.0,121617.0,Second Owner,1197,88.5,22.38,Hyderabad
5357,Manual,Volkswagen,2015,556000.0,Petrol,5.0,83825.0,Second Owner,1598,103.6,15.04,Hyderabad
5358,Manual,Maruti,2014,426000.0,Petrol,5.0,92299.0,First Owner,1197,85.8,18.6,Hyderabad
5359,Automatic,Maruti,2018,961000.0,Diesel,5.0,50643.0,Second Owner,1248,88.5,24.3,Hyderabad
5360,Manual,Mahindra,2018,793000.0,Diesel,7.0,110243.0,Second Owner,1493,100.0,18.49,Hyderabad
5361,Automatic,Mercedes-Benz,2012,990000.0,Diesel,5.0,92721.0,First Owner,2143,170.0,14.84,Hyderabad
5362,Automatic,Hyundai,2016,951000.0,Petrol,5.0,93104.0,First Owner,1591,121.3,13.0,Hyderabad
5363,Manual,Toyota,2008,300000.0,Petrol,5.0,83858.0,Third Owner,1798,138.1,14.53,Hyderabad
5364,Manual,Datsun,2021,567000.0,Petrol,7.0,48869.0,First Owner,1198,67.05,19.02,Hyderabad
5365,Manual,Maruti,2017,298000.0,Petrol,5.0,86555.0,First Owner,998,65.71,24.39,Hyderabad
5366,Manual,Volkswagen,2011,350000.0,Petrol,5.0,60000.0,Second Owner,1598,103.6,15.04,Hyderabad
5367,Manual,Renault,2022,674000.0,Petrol,7.0,39316.0,First Owner,999,71.01,20.0,Hyderabad
5368,Manual,Renault,2014,450000.0,Diesel,5.0,110000.0,Second Owner,1461,83.8,20.45,Hyderabad
5369,Manual,Tata,2016,270000.0,Diesel,5.0,100000.0,Second Owner,1248,74.0,22.95,Hyderabad
5370,Manual,Hyundai,2020,1000000.0,Petrol,5.0,60000.0,First Owner,998,118.35,18.27,Hyderabad
5371,Manual,Mahindra,2016,1050000.0,Diesel,7.0,100000.0,First Owner,1997,140.0,16.0,Hyderabad
5372,Manual,Skoda,2012,450000.0,Diesel,5.0,110000.0,Second Owner,1968,108.5,20.0,Hyderabad
5374,Automatic,Toyota,2022,1175000.0,Petrol,5.0,19500.0,First Owner,1462,103.26,18.76,Hyderabad
5375,Automatic,Honda,2021,940000.0,Petrol,5.0,22127.0,First Owner,1199,88.76,18.3,Hyderabad
5376,Manual,Maruti,2015,250999.99999999997,Petrol,5.0,78010.0,Second Owner,796,47.33,22.05,Hyderabad
5377,Manual,Ford,2021,988000.0000000001,Petrol,5.0,14087.0,First Owner,1496,120.69,15.9,Hyderabad
5379,Manual,Tata,2022,1157000.0,Diesel,5.0,55253.0,First Owner,1497,108.49,21.19,Hyderabad
5380,Automatic,Kia,2020,1598000.0,Petrol,5.0,63008.0,First Owner,1353,138.08,16.5,Hyderabad
5382,Manual,Maruti,2015,266000.0,Petrol,5.0,73944.0,First Owner,796,47.33,22.05,Hyderabad
5383,Automatic,Skoda,2021,3275000.0,Petrol,5.0,37000.0,First Owner,1984,187.74,15.1,Hyderabad
5384,Manual,Maruti,2017,279000.0,Petrol,5.0,52052.0,Second Owner,796,47.33,22.05,Hyderabad
5385,Manual,Hyundai,2018,465000.00000000006,Petrol,5.0,42399.0,Second Owner,1197,81.86,18.9,Hyderabad
5386,Manual,Maruti,2015,210000.0,Diesel,5.0,50000.0,First Owner,1248,74.0,26.59,Hyderabad
5387,Manual,Maruti,2020,549000.0,CNG,5.0,64584.0,First Owner,998,58.33,32.52,Hyderabad
5388,Manual,Maruti,2014,345000.0,Petrol,5.0,44000.0,First Owner,1196,73.0,15.37,Hyderabad
5389,Automatic,Renault,2017,300000.0,Petrol,5.0,101434.0,First Owner,999,67.0,23.01,Hyderabad
5390,Manual,Maruti,2019,495000.0,Petrol,5.0,13500.0,First Owner,1197,79.65,19.71,Hyderabad
5391,Manual,Volkswagen,2017,475000.0,Diesel,5.0,75000.0,Second Owner,1498,108.62,21.66,Hyderabad
5392,Manual,Hyundai,2012,445000.0,Diesel,5.0,75000.0,First Owner,1582,126.32,22.32,Hyderabad
5393,Manual,Honda,2010,165000.0,Petrol,5.0,96402.0,First Owner,1497,1186600.0,17.0,Hyderabad
5395,Manual,Hyundai,2016,290000.0,Petrol,5.0,55000.0,First Owner,1086,68.05,19.81,Hyderabad
5396,Manual,Tata,2021,860000.0,Petrol,5.0,44641.0,First Owner,1199,118.35,17.33,Hyderabad
5397,Manual,Hyundai,2010,241000.0,Petrol,5.0,83958.0,First Owner,1197,78.9,20.36,Hyderabad
5398,Manual,Mahindra,2006,121000.0,Diesel,7.0,124406.0,Third Owner,2609,120.0,10.5,Hyderabad
5399,Automatic,Tata,2018,817000.0,Petrol,5.0,35226.0,Second Owner,1198,108.5,17.0,Hyderabad
5400,Automatic,Hyundai,2011,330000.0,Petrol,5.0,75552.0,Second Owner,1197,78.9,16.95,Hyderabad
5401,Manual,Hyundai,2010,185000.0,Petrol,5.0,107972.0,First Owner,1197,78.9,20.36,Hyderabad
5402,Manual,Volkswagen,2019,568000.0,Petrol,5.0,46451.0,First Owner,999,75.0,19.44,Hyderabad
5403,Manual,Maruti,2021,470000.0,Petrol,5.0,28220.0,First Owner,1196,72.41,16.11,Hyderabad
5404,Automatic,Maruti,2019,457000.0,Petrol,5.0,77415.0,First Owner,998,67.05,21.7,Hyderabad
5405,Automatic,Hyundai,2020,1022000.0000000001,Petrol,5.0,47314.0,First Owner,998,118.35,18.15,Hyderabad
5406,Automatic,Renault,2017,312000.0,Petrol,5.0,50000.0,First Owner,999,67.0,24.04,Hyderabad
5407,Manual,Tata,2012,117000.0,Diesel,5.0,120000.0,Second Owner,1405,70.0,19.4,Hyderabad
5408,Manual,Skoda,2018,869999.9999999999,Diesel,5.0,40000.0,First Owner,1498,108.6,21.13,Hyderabad
5409,Manual,Honda,2013,285000.0,Petrol,5.0,80000.0,Second Owner,1198,86.8,19.4,Hyderabad
5410,Manual,Toyota,2018,2800000.0,Diesel,7.0,120000.0,First Owner,2755,174.5,14.24,Hyderabad
5411,Manual,Maruti,2020,520000.0,Petrol,5.0,16415.0,First Owner,1197,79.65,19.71,Hyderabad
5412,Manual,Maruti,2008,100000.0,Petrol,5.0,110000.0,Second Owner,796,46.3,19.7,Hyderabad
5413,Automatic,Maruti,2019,550000.0,Petrol,5.0,30564.0,First Owner,1197,81.8,20.52,Hyderabad
5414,Manual,Ford,2011,185000.0,Diesel,5.0,90000.0,Second Owner,1399,68.0,20.0,Hyderabad
5415,Manual,Datsun,2019,430999.99999999994,Petrol,7.0,62674.0,Third Owner,1198,67.0,19.83,Hyderabad
5416,Automatic,Honda,2018,631000.0,Petrol,5.0,61710.0,First Owner,1199,88.7,18.2,Hyderabad
5417,Automatic,Hyundai,2012,476000.0,Diesel,5.0,95000.0,First Owner,1582,126.32,22.32,Hyderabad
5418,Automatic,Hyundai,2017,1119000.0,Diesel,5.0,99215.0,First Owner,1582,126.2,17.01,Hyderabad
5419,Automatic,Tata,2019,1002000.0,Diesel,5.0,46034.0,First Owner,1497,108.5,21.5,Hyderabad
5420,Manual,Maruti,2014,685000.0,Petrol,7.0,20000.0,First Owner,1373,93.7,16.02,Hyderabad
5421,Manual,Honda,2013,347000.0,Petrol,5.0,60993.0,First Owner,1198,86.8,19.4,Hyderabad
5422,Manual,Mahindra,2015,650000.0,Diesel,7.0,90000.0,Second Owner,2179,140.0,16.0,Hyderabad
5423,Manual,Maruti,2017,756000.0,Diesel,5.0,71821.0,First Owner,1248,74.02,28.4,Hyderabad
5424,Manual,MG,2021,1581000.0,Petrol,5.0,2486.0,First Owner,1451,141.0,15.81,Hyderabad
5425,Automatic,Honda,2006,229999.99999999997,Petrol,5.0,60000.0,Third Owner,1799,130.0,12.9,Hyderabad
5426,Manual,Hyundai,2020,584000.0,Petrol,5.0,12740.0,First Owner,1197,81.86,20.7,Hyderabad
5428,Manual,Hyundai,2018,400000.0,Diesel,5.0,79079.0,Second Owner,1186,73.97,24.0,Hyderabad
5429,Manual,Tata,2022,535000.0,Petrol,5.0,28522.0,First Owner,1199,86.83,19.33,Hyderabad
5432,Automatic,Volvo,2018,2200000.0,Diesel,5.0,46000.0,First Owner,1969,190.0,27.03,Hyderabad
5434,Manual,Mahindra,2016,310000.0,Diesel,5.0,80000.0,First Owner,1198,77.0,25.32,Hyderabad
5435,Manual,Renault,2017,337000.0,Petrol,5.0,29011.0,First Owner,999,67.0,23.01,Hyderabad
5436,Manual,Kia,2020,1259000.0,Petrol,5.0,42372.0,First Owner,1497,113.43,16.8,Hyderabad
5438,Manual,Honda,2022,1291000.0,Diesel,5.0,22310.0,First Owner,1498,97.89,24.1,Hyderabad
5439,Automatic,Maruti,2016,498000.00000000006,Petrol,5.0,18732.0,First Owner,998,65.71,26.0,Hyderabad
5440,Manual,Toyota,2016,470000.0,Diesel,5.0,95417.0,First Owner,1364,67.05,23.59,Hyderabad
5441,Automatic,Honda,2014,545000.0,Petrol,5.0,62015.0,Second Owner,1497,117.3,18.0,Hyderabad
5442,Automatic,Ford,2018,894999.9999999999,Petrol,5.0,54000.0,First Owner,1496,120.69,14.7,Hyderabad
5443,Automatic,Renault,2019,426999.99999999994,Petrol,5.0,51237.0,Second Owner,999,67.0,23.01,Hyderabad
5444,Manual,Hyundai,2017,559000.0,Petrol,5.0,36140.0,First Owner,1197,81.86,20.14,Hyderabad
5445,Manual,Maruti,2018,650000.0,Diesel,5.0,80000.0,Second Owner,1248,74.0,28.4,Hyderabad
5446,Automatic,Maruti,2016,443000.0,Petrol,5.0,70895.0,Second Owner,998,65.71,26.0,Hyderabad
5447,Manual,Hyundai,2018,480000.0,Diesel,5.0,90000.0,First Owner,1186,73.97,24.0,Hyderabad
5448,Manual,Tata,2020,660000.0,Petrol,5.0,60000.0,First Owner,1199,84.82,19.28,Hyderabad
5449,Manual,Maruti,2007,145000.0,Petrol,5.0,70237.0,First Owner,998,67.05,21.79,Hyderabad
5451,Manual,Chevrolet,2010,380000.0,Diesel,5.0,79333.0,First Owner,1991,147.9,18.3,Hyderabad
5452,Manual,Maruti,2014,450000.0,Diesel,5.0,82144.0,First Owner,1248,74.0,23.4,Hyderabad
5453,Automatic,BMW,2018,2300000.0,Diesel,5.0,40000.0,First Owner,1995,190.0,22.69,Hyderabad
5454,Automatic,Volkswagen,2015,500000.0,Diesel,5.0,129517.0,Second Owner,1498,103.2,21.21,Hyderabad
5455,Automatic,Hyundai,2019,531000.0,Petrol,5.0,39881.0,First Owner,1086,68.0,20.3,Hyderabad
5456,Manual,Tata,2021,744000.0,Petrol,5.0,12280.0,First Owner,1199,108.48,18.5,Hyderabad
5457,Manual,Tata,2011,200000.0,Diesel,5.0,70000.0,First Owner,1248,88.8,21.12,Hyderabad
5458,Manual,Maruti,2020,576000.0,CNG,5.0,49984.0,First Owner,998,58.33,30.47,Hyderabad
5459,Automatic,Ford,2017,760000.0,Petrol,5.0,51258.0,First Owner,1497,121.36,14.8,Hyderabad
5461,Manual,Honda,2012,273000.0,Petrol,5.0,95178.0,Second Owner,1198,86.8,19.4,Hyderabad
5462,Manual,Volkswagen,2016,480000.0,Petrol,5.0,62000.0,First Owner,999,75.0,19.44,Hyderabad
5463,Manual,Hyundai,2016,922000.0000000001,Diesel,5.0,119781.0,First Owner,1582,126.2,19.67,Hyderabad
5464,Manual,Tata,2021,746000.0,Petrol,5.0,31750.0,Second Owner,1199,108.48,18.5,Hyderabad
5465,Automatic,Toyota,2019,2400000.0,Diesel,7.0,78000.0,First Owner,2755,171.5,11.36,Hyderabad
5466,Manual,Hyundai,2013,490000.00000000006,Diesel,5.0,110000.0,First Owner,1582,126.32,22.32,Hyderabad
5467,Automatic,Hyundai,2014,459999.99999999994,Petrol,5.0,73400.0,First Owner,1197,82.0,18.9,Hyderabad
5468,Automatic,Tata,2018,490000.00000000006,Petrol,5.0,40000.0,Third Owner,1199,83.83,23.84,Hyderabad
5469,Automatic,Mahindra,2020,1589000.0,Diesel,7.0,49500.0,First Owner,2179,152.87,15.1,Hyderabad
5470,Manual,Hyundai,2022,930000.0000000001,Petrol,5.0,14991.0,First Owner,1497,113.18,17.7,Hyderabad
5471,Manual,Maruti,2022,702000.0,Petrol,7.0,32363.0,First Owner,1462,103.26,19.01,Hyderabad
