,transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
1276,Manual,Maruti,2010,210000.0,Petrol,5.0,52172.0,First Owner,796,46.3,19.7,Chennai
1278,Automatic,Nissan,2017,484999.99999999994,Petrol,5.0,67022.0,First Owner,1198,75.94,19.34,Chennai
1279,Automatic,Audi,2021,9000000.0,Petrol,5.0,9900.0,First Owner,2995,335.2,11.7,Chennai
1280,Manual,Volkswagen,2016,513000.0,Diesel,5.0,103651.0,Second Owner,1498,108.62,21.66,Chennai
1281,Automatic,Honda,2016,520000.0,Petrol,5.0,49682.0,First Owner,1198,86.7,15.5,Chennai
1282,Automatic,Volvo,2018,4800000.0,Diesel,5.0,31000.0,First Owner,1984,181.0,14.7,Chennai
1283,Manual,Renault,2018,305000.0,Petrol,5.0,53751.0,Third Owner,799,53.3,25.17,Chennai
1284,Manual,Maruti,2015,238000.0,Petrol,5.0,111283.0,Second Owner,796,47.33,22.05,Chennai
1285,Manual,Ford,2013,540000.0,Diesel,5.0,63000.0,Second Owner,1498,89.84,22.7,Chennai
1286,Manual,Datsun,2016,362000.0,Petrol,7.0,52509.0,First Owner,1198,67.0,19.44,Chennai
1287,Manual,Nissan,2017,459999.99999999994,Diesel,5.0,69319.0,First Owner,1461,63.1,23.08,Chennai
1288,Manual,Maruti,2018,451000.0,Petrol,5.0,89191.0,First Owner,998,65.71,25.24,Chennai
1289,Manual,Mahindra,2017,442000.0,Diesel,6.0,123152.0,First Owner,1198,77.0,25.32,Chennai
1290,Automatic,Audi,2013,1480000.0,Diesel,5.0,65000.0,Second Owner,1968,174.33,17.68,Chennai
1291,Manual,Honda,2014,430000.0,Diesel,5.0,116413.0,First Owner,1498,98.6,25.8,Chennai
1292,Automatic,Audi,2015,2290000.0,Petrol,5.0,56000.0,First Owner,1798,187.74,15.26,Chennai
1293,Automatic,Audi,2015,2089999.9999999998,Petrol,5.0,78000.0,First Owner,1798,187.74,15.26,Chennai
1298,Manual,MG,2021,1750000.0,Petrol,5.0,18377.0,First Owner,1451,141.0,15.81,Chennai
1299,Automatic,Honda,2010,365000.0,Petrol,5.0,97000.0,Second Owner,1497,1186600.0,16.8,Chennai
1300,Manual,Hyundai,2015,287000.0,Petrol,5.0,75184.0,First Owner,814,55.2,21.1,Chennai
1301,Manual,Maruti,2014,437000.0,Petrol,5.0,49387.0,Second Owner,1197,88.5,22.41,Chennai
1302,Manual,Hyundai,2011,310000.0,Petrol,5.0,81000.0,First Owner,1197,78.9,20.36,Chennai
1303,Manual,Maruti,2010,287000.0,Petrol,5.0,80320.0,First Owner,998,67.1,18.9,Chennai
1304,Automatic,Skoda,2021,1202000.0,Petrol,5.0,8608.0,First Owner,999,108.62,16.24,Chennai
1306,Manual,Nissan,2015,515000.00000000006,Diesel,5.0,96892.0,Third Owner,1461,108.5,19.01,Chennai
1307,Manual,Renault,2016,665000.0,Diesel,5.0,75000.0,First Owner,1461,83.8,19.87,Chennai
1308,Manual,Maruti,2016,279000.0,Petrol,5.0,61237.0,First Owner,796,47.33,22.05,Chennai
1309,Manual,Nissan,2021,766000.0,Petrol,5.0,32806.0,First Owner,999,98.63,20.0,Chennai
1310,Manual,Renault,2019,380000.0,Petrol,5.0,52138.0,First Owner,999,67.0,23.01,Chennai
1311,Manual,Volkswagen,2016,520000.0,Petrol,5.0,37429.0,First Owner,999,75.0,19.44,Chennai
1312,Manual,Maruti,2010,260000.0,Petrol,5.0,78978.0,Second Owner,998,67.05,21.79,Chennai
1313,Manual,Toyota,2012,1475000.0,Diesel,7.0,100000.0,Second Owner,2982,168.5,13.0,Chennai
1314,Automatic,Mercedes-Benz,2014,1975000.0,Diesel,5.0,96000.0,Second Owner,2143,203.2,15.26,Chennai
1315,Automatic,Skoda,2018,2800000.0,Diesel,7.0,69000.0,First Owner,1968,148.0,16.25,Chennai
1316,Manual,Honda,2015,450000.0,Petrol,5.0,52044.0,First Owner,1198,86.8,19.4,Chennai
1317,Automatic,Audi,2019,2425000.0,Petrol,5.0,37000.0,First Owner,1395,150.0,19.2,Chennai
1318,Manual,Renault,2023,840000.0,Petrol,7.0,8541.0,First Owner,999,71.01,20.0,Chennai
1319,Automatic,Skoda,2019,710000.0,Petrol,5.0,30000.0,Second Owner,1598,103.2,14.84,Chennai
1320,Automatic,Maruti,2018,459000.0,Petrol,5.0,44768.0,First Owner,998,67.0,21.63,Chennai
1321,Manual,Ford,2020,769000.0,Petrol,5.0,27062.0,First Owner,1496,120.69,15.9,Chennai
1322,Manual,Hyundai,2018,900000.0,Petrol,5.0,46973.0,First Owner,1591,121.3,17.0,Chennai
1323,Manual,Volkswagen,2022,1277000.0,Petrol,5.0,22239.0,First Owner,999,113.98,19.4,Chennai
1324,Manual,Tata,2021,969000.0,Petrol,5.0,16455.0,First Owner,1199,118.36,17.57,Chennai
1325,Automatic,BMW,2021,6000000.0,Diesel,5.0,20000.0,First Owner,1995,187.74,20.37,Chennai
1326,Automatic,Tata,2022,942000.0,Petrol,5.0,5107.0,First Owner,1199,86.83,18.5,Chennai
1327,Manual,Hyundai,2022,690000.0,Petrol,5.0,34000.0,First Owner,1197,81.86,20.7,Chennai
1328,Automatic,Jeep,2018,1256000.0,Petrol,5.0,88923.0,First Owner,1368,160.0,16.0,Chennai
1329,Manual,Maruti,2013,288000.0,Petrol,5.0,94581.0,Second Owner,998,67.1,18.9,Chennai
1330,Automatic,Land,2017,3600000.0,Diesel,7.0,71000.0,First Owner,2993,255.0,18.0,Chennai
1331,Manual,Hyundai,2021,950000.0,Petrol,5.0,30924.0,First Owner,998,118.36,20.0,Chennai
1334,Manual,Honda,2017,890000.0,Diesel,5.0,53000.0,First Owner,1498,98.6,25.5,Chennai
1335,Manual,Ford,2016,660000.0,Diesel,5.0,43000.0,First Owner,1498,98.96,21.7,Chennai
1336,Automatic,Toyota,2020,3900000.0,Petrol,5.0,21000.0,First Owner,2487,214.5,19.16,Chennai
1337,Manual,Honda,2013,380000.0,Diesel,5.0,108513.0,Second Owner,1498,98.6,25.8,Chennai
1338,Automatic,Skoda,2015,675000.0,Diesel,5.0,91000.0,First Owner,1498,103.52,21.66,Chennai
1339,Automatic,Lexus,2018,5000000.0,Petrol,5.0,37000.0,First Owner,2487,214.56,22.37,Chennai
1340,Manual,Honda,2021,971000.0000000001,Diesel,5.0,71721.0,First Owner,1498,97.89,23.7,Chennai
1341,Manual,Renault,2019,352000.0,Petrol,5.0,39276.0,First Owner,999,67.0,23.01,Chennai
1342,Automatic,Jaguar,2014,2300000.0,Diesel,5.0,35000.0,First Owner,1999,177.0,19.33,Chennai
1343,Automatic,Maruti,2019,866000.0,Diesel,5.0,85616.0,First Owner,1248,88.5,24.3,Chennai
1344,Manual,Toyota,2016,508000.0,Petrol,5.0,56380.0,First Owner,1496,88.73,16.78,Chennai
1345,Manual,Hyundai,2009,260000.0,Petrol,5.0,83000.0,Third Owner,1197,805200.0,18.5,Chennai
1346,Manual,Maruti,2016,796000.0,Diesel,5.0,66211.0,First Owner,1248,88.5,24.3,Chennai
1347,Automatic,Audi,2019,2480000.0,Petrol,5.0,37000.0,First Owner,1395,150.0,19.2,Chennai
1348,Manual,Hyundai,2016,434000.0,Petrol,5.0,60662.0,First Owner,1197,82.0,18.9,Chennai
1349,Automatic,Tata,2021,782000.0,Petrol,5.0,24140.0,First Owner,1199,86.63,18.8,Chennai
1350,Automatic,Audi,2015,2089999.9999999998,Petrol,5.0,56000.0,First Owner,1798,187.74,15.26,Chennai
1351,Automatic,Audi,2017,2480000.0,Petrol,5.0,47000.0,First Owner,1395,147.51,16.9,Chennai
1352,Automatic,Audi,2016,1989999.9999999998,Diesel,5.0,54700.0,First Owner,1968,174.33,15.73,Chennai
1353,Automatic,Hyundai,2021,1090000.0,Petrol,5.0,27000.0,First Owner,998,118.41,20.28,Chennai
1354,Manual,Chevrolet,2013,350000.0,Diesel,5.0,63000.0,Second Owner,936,57.6,25.44,Chennai
1355,Automatic,BMW,2019,3375000.0,Diesel,5.0,65000.0,First Owner,1995,190.0,20.68,Chennai
1356,Automatic,Audi,2013,994999.9999999999,Diesel,5.0,81000.0,Fourth Owner,2967,241.38,14.57,Chennai
1357,Automatic,Mercedes-Benz,2014,2480000.0,Diesel,7.0,94000.0,Second Owner,2987,254.8,11.3,Chennai
1358,Automatic,Kia,2022,1950000.0,Petrol,7.0,11000.0,First Owner,1353,138.05,16.5,Chennai
1359,Automatic,Volkswagen,2022,1621000.0,Petrol,5.0,12901.0,First Owner,999,113.98,18.12,Chennai
1360,Automatic,Datsun,2019,471000.0,Petrol,5.0,29708.0,First Owner,1198,76.43,19.59,Chennai
1361,Automatic,MG,2021,1689999.9999999998,Petrol,5.0,22186.0,First Owner,1498,108.49,14.85,Chennai
1362,Manual,Datsun,2019,396000.0,Petrol,7.0,71413.0,First Owner,1198,67.05,19.02,Chennai
1363,Manual,Hyundai,2011,301000.0,Petrol,5.0,50046.0,Third Owner,1197,805200.0,17.0,Chennai
1364,Automatic,Kia,2019,1490000.0,Petrol,5.0,57600.0,First Owner,1353,138.0,16.2,Chennai
1365,Manual,Datsun,2019,393000.0,Petrol,5.0,46116.0,Second Owner,1198,67.0,19.83,Chennai
1367,Automatic,Tata,2021,1891000.0,Diesel,6.0,24602.0,First Owner,1956,167.67,14.08,Chennai
1368,Manual,Volkswagen,2018,555000.0,Petrol,5.0,81454.0,First Owner,999,75.0,18.78,Chennai
