transmission,model,modelyear,price,fuel_type,seats,kms_driven,ownership,engine,max_power,mileage,place
Automatic,Mercedes-Benz GLA Class,2019,₹ 22.50 Lakh,Diesel,5 Seats,"51,900 Kms",First Owner,2143 CC,136bhp,17.9 kmpl,Kolkata
Automatic,Honda City,2017,₹ 7.50 Lakh,Petrol,5 Seats,"70,000 Kms",First Owner,1497 CC,117.6bhp,18 kmpl,Kolkata
Automatic,Jeep Compass,2022,₹ 26.50 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1368 CC,160.77bhp,14.1 kmpl,Kolkata
Automatic,BMW X1,2016,₹ 19.50 Lakh,Diesel,5 Seats,"30,000 Kms",First Owner,1995 CC,184bhp,17.05 kmpl,Kolkata
Manual,Hyundai Creta,2019,₹ 9.30 Lakh,Petrol,5 Seats,"23,303 Kms",Second Owner,1591 CC,121.3bhp,13 kmpl,Kolkata
Automatic,MG Hector,2020,₹ 14.99 Lakh,Petrol,5 Seats,"30,000 Kms",Second Owner,1451 CC,141bhp,13.96 kmpl,Kolkata
Manual,Mahindra XUV500,2017,₹ 8.50 Lakh,Diesel,7 Seats,"70,000 Kms",Second Owner,2179 CC,140bhp,16 kmpl,Kolkata
Manual,Hyundai Creta,2019,₹ 10.20 Lakh,Petrol,5 Seats,"50,000 Kms",Second Owner,1591 CC,121.3bhp,13 kmpl,Kolkata
Manual,Maruti Swift,2019,₹ 6.14 Lakh,Petrol,5 Seats,"11,326 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Kolkata
Manual,Maruti Swift,2020,₹ 6.30 Lakh,Petrol,5 Seats,"23,609 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Kolkata
Manual,Maruti Celerio,2016,₹ 3.20 Lakh,Petrol,5 Seats,"30,000 Kms",Second Owner,998 CC,67.04bhp,23.1 kmpl,Kolkata
Manual,Hyundai Santro Xing,2014,₹ 2.41 Lakh,Petrol,5 Seats,"60,533 Kms",First Owner,1086 CC,62.1bhp,17.92 kmpl,Kolkata
Manual,Maruti Ciaz,2016,₹ 5.13 Lakh,Petrol,5 Seats,"46,328 Kms",First Owner,1373 CC,91.1bhp,20.73 kmpl,Kolkata
Automatic,MG Hector Plus,2020,₹ 15.50 Lakh,Petrol,6 Seats,"60,000 Kms",First Owner,1451 CC,141bhp,11.67 kmpl,Kolkata
Automatic,Hyundai Venue,2019,₹ 10.06 Lakh,Petrol,5 Seats,"31,745 Kms",First Owner,998 CC,118.35bhp,18.15 kmpl,Kolkata
Automatic,Toyota Fortuner,2012,₹ 10.75 Lakh,Diesel,7 Seats,"78,668 Kms",Third Owner,2982 CC,168.5bhp,12.55 kmpl,Kolkata
Manual,Renault Kiger,2021,₹ 7.18 Lakh,Petrol,5 Seats,"3,115 Kms",First Owner,999 CC,71.01bhp,19.17 kmpl,Kolkata
Automatic,Maruti Celerio,2022,₹ 6.35 Lakh,Petrol,5 Seats,"8,940 Kms",First Owner,998 CC,65.71bhp,26 kmpl,Kolkata
Manual,Hyundai Grand i10,2015,₹ 4.75 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Kolkata
Manual,Hyundai Xcent,2014,₹ 3.05 Lakh,Petrol,5 Seats,"40,000 Kms",Third Owner,1197 CC,82bhp,19.1 kmpl,Kolkata
Manual,Honda City,2018,₹ 7.55 Lakh,Petrol,5 Seats,"45,652 Kms",First Owner,1497 CC,117.3bhp,17.8 kmpl,Kolkata
Manual,Maruti Ciaz,2019,₹ 8 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1462 CC,103.25bhp,21.56 kmpl,Kolkata
Automatic,Jaguar XJ,2015,₹ 18 Lakh,Petrol,5 Seats,"85,033 Kms",Fourth Owner,1999 CC,237.36bhp,9.4 kmpl,Kolkata
Manual,Hyundai Grand i10,2017,₹ 4.50 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Kolkata
Manual,Hyundai i20,2011,₹ 2.90 Lakh,Petrol,5 Seats,"70,000 Kms",First Owner,1197 CC,80 PS at 5200 rpm,18.5 kmpl,Kolkata
Manual,Maruti Swift,2019,₹ 5.80 Lakh,Petrol,5 Seats,"17,200 Kms",First Owner,1197 CC,81.80bhp,22 kmpl,Kolkata
Manual,Honda City,2015,₹ 6 Lakh,Petrol,5 Seats,"18,255 Kms",First Owner,1497 CC,117.6bhp,17.4 kmpl,Kolkata
Manual,Toyota Corolla Altis,2015,₹ 5.95 Lakh,Petrol,5 Seats,"80,000 Kms",Second Owner,1798 CC,138.03bhp,14.28 kmpl,Kolkata
Manual,Maruti Celerio,2022,₹ 5.46 Lakh,Petrol,5 Seats,"6,398 Kms",First Owner,998 CC,65.71bhp,25.24 kmpl,Kolkata
Automatic,Hyundai Grand i10 Nios,2020,₹ 5.88 Lakh,Petrol,5 Seats,"45,739 Kms",First Owner,1197 CC,81.86bhp,20.7 kmpl,Kolkata
Manual,Toyota Fortuner,2016,₹ 23 Lakh,Diesel,7 Seats,"46,000 Kms",First Owner,2982 CC,168.5bhp,12.55 kmpl,Kolkata
Manual,Honda BR-V,2016,₹ 4.99 Lakh,Petrol,7 Seats,"35,254 Kms",First Owner,1497 CC,117.3bhp,15.4 kmpl,Kolkata
Manual,Toyota Yaris,2018,₹ 6.23 Lakh,Petrol,5 Seats,"41,334 Kms",First Owner,1496 CC,105.5bhp,17.1 kmpl,Kolkata
Manual,Honda Brio,2014,₹ 3 Lakh,Petrol,5 Seats,"51,463 Kms",First Owner,1198 CC,86.8bhp,19.4 kmpl,Kolkata
Manual,Maruti Alto 800,2019,₹ 3.38 Lakh,Petrol,5 Seats,"29,478 Kms",First Owner,796 CC,47.3bhp,24.7 kmpl,Kolkata
Manual,Toyota Innova Crysta,2019,₹ 17.50 Lakh,Diesel,7 Seats,"85,101 Kms",First Owner,2393 CC,147.51bhp,13.68 kmpl,Kolkata
Manual,Maruti S-Presso,2022,₹ 4.43 Lakh,Petrol,5 Seats,"6,903 Kms",First Owner,998 CC,65.71bhp,21.7 kmpl,Kolkata
Manual,Hyundai i10,2013,₹ 2.13 Lakh,Petrol,5 Seats,"57,602 Kms",Second Owner,1197 CC,78.9bhp,20.36 kmpl,Kolkata
Automatic,Porsche Panamera,2013,₹ 31.50 Lakh,Diesel,4 Seats,"52,047 Kms",Second Owner,4806 CC,394.3bhp ,7.5 kmpl,Kolkata
Automatic,Mercedes-Benz GLE,2017,₹ 37 Lakh,Diesel,5 Seats,"71,742 Kms",First Owner,2143 CC,201.15bhp,17.9 kmpl,Kolkata
Automatic,Volvo XC40,2023,₹ 44.50 Lakh,Petrol,5 Seats,413 Kms,First Owner,1969 CC,197bhp,12.18 kmpl,Kolkata
Manual,Maruti Alto 800,2015,₹ 2.34 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,796 CC,47.3bhp,22.74 kmpl,Kolkata
Manual,Hyundai i10,2009,₹ 1.40 Lakh,Petrol,5 Seats,"50,000 Kms",First Owner,1086 CC,68.05bhp,19.81 kmpl,Kolkata
Automatic,Maruti Baleno,2018,₹ 5.34 Lakh,Petrol,5 Seats,"18,000 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Kolkata
Automatic,Maruti Wagon R,2018,₹ 3.80 Lakh,Petrol,5 Seats,"32,000 Kms",First Owner,998 CC,67bhp,20.51 kmpl,Kolkata
Manual,Ford Ecosport,2018,₹ 5.65 Lakh,Diesel,5 Seats,"42,000 Kms",First Owner,1498 CC,98.96bhp,23 kmpl,Kolkata
Manual,Honda City,2014,₹ 3.81 Lakh,Petrol,5 Seats,"45,000 Kms",First Owner,1497 CC,117.3bhp,17.4 kmpl,Kolkata
Automatic,Honda City,2018,₹ 7.49 Lakh,Petrol,5 Seats,"29,000 Kms",First Owner,1498 CC,119.35bhp,18.4 kmpl,Kolkata
Manual,Maruti Ertiga,2012,₹ 4.26 Lakh,Petrol,7 Seats,"19,675 Kms",Second Owner,1462 CC,101.65bhp,20.51 kmpl,Kolkata
Automatic,Hyundai i20,2021,₹ 8.77 Lakh,Petrol,5 Seats,"20,378 Kms",First Owner,998 CC,118.41bhp,20.28 kmpl,Kolkata
Automatic,Skoda Kushaq,2022,₹ 14 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,999 CC,113.98bhp,17.2 kmpl,Kolkata
Manual,Hyundai i10,2015,₹ 3.35 Lakh,Petrol,5 Seats,"33,683 Kms",First Owner,1086 CC,68.05bhp,19.81 kmpl,Kolkata
Manual,Maruti S-Presso,2021,₹ 4.14 Lakh,Petrol,5 Seats,"18,518 Kms",First Owner,998 CC,65.71bhp,21.7 kmpl,Kolkata
Manual,Maruti Wagon R,2016,₹ 3.21 Lakh,Petrol,5 Seats,"36,000 Kms",First Owner,998 CC,67.1bhp,18.9 kmpl,Kolkata
Manual,Maruti Alto K10,2019,₹ 3.23 Lakh,Petrol,5 Seats,"30,791 Kms",Second Owner,998 CC,67.05bhp,23.95 kmpl,Kolkata
Manual,Maruti Ertiga,2021,₹ 9.25 Lakh,Petrol,7 Seats,"18,000 Kms",First Owner,1462 CC,103.26bhp,19.01 kmpl,Kolkata
Manual,Maruti Alto 800,2020,₹ 3.45 Lakh,Petrol,5 Seats,"14,447 Kms",First Owner,796 CC,47.33bhp,22.05 kmpl,Kolkata
Manual,Hyundai Grand i10,2019,₹ 4.54 Lakh,Petrol,5 Seats,"19,991 Kms",Second Owner,1197 CC,81.86bhp,18.9 kmpl,Kolkata
Manual,Hyundai EON,2016,₹ 2.59 Lakh,Petrol,5 Seats,"24,000 Kms",First Owner,814 CC,55.2bhp,21.1 kmpl,Kolkata
Manual,Mahindra Bolero,2019,₹ 6.75 Lakh,Diesel,7 Seats,"41,000 Kms",First Owner,2523 CC,62.1bhp,15.96 kmpl,Kolkata
Manual,Audi Q3,2015,₹ 10.95 Lakh,Diesel,5 Seats,"45,000 Kms",First Owner,1968 CC,138.13bhp,17.32 kmpl,Kolkata
Automatic,Hyundai Alcazar,2021,₹ 18.75 Lakh,Petrol,7 Seats,"10,177 Kms",First Owner,1999 CC,156.9bhp,14.2 kmpl,Kolkata
Manual,Hyundai Grand i10,2013,₹ 3.25 Lakh,Petrol,5 Seats,"35,444 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Kolkata
Manual,Hyundai Grand i10,2017,₹ 4.15 Lakh,Petrol,5 Seats,"35,000 Kms",First Owner,1197 CC,82bhp,18.9 kmpl,Kolkata
Manual,Toyota Innova Crysta,2019,₹ 16.95 Lakh,Diesel,7 Seats,"40,000 Kms",First Owner,2393 CC,147.8bhp,13.68 kmpl,Kolkata
Manual,Hyundai Grand i10,2016,₹ 3.65 Lakh,Diesel,5 Seats,"49,040 Kms",First Owner,1120 CC,70bhp,24 kmpl,Kolkata
Manual,Maruti Alto,2007,"₹ 98,000 ",Petrol,5 Seats,"40,000 Kms",Second Owner,796 CC,46.3bhp,19.7 kmpl,Kolkata
Manual,Maruti Alto K10,2019,₹ 3.33 Lakh,Petrol,5 Seats,"49,546 Kms",First Owner,998 CC,67.05bhp,23.95 kmpl,Kolkata
Manual,Maruti Swift Dzire,2014,₹ 4.06 Lakh,Petrol,5 Seats,"38,698 Kms",First Owner,1197 CC,88.50bhp,22.41 kmpl,Kolkata
Manual,Honda City,2018,₹ 6.75 Lakh,Petrol,5 Seats,"32,814 Kms",First Owner,1497 CC,117.60bhp,17.4 kmpl,Kolkata
Manual,Hyundai Xcent,2015,₹ 3.29 Lakh,Petrol,5 Seats,"14,642 Kms",First Owner,1197 CC,82bhp,19.1 kmpl,Kolkata
Manual,Maruti Alto 800,2017,₹ 2.79 Lakh,Petrol,5 Seats,"33,429 Kms",First Owner,796 CC,47.3bhp,24.7 kmpl,Kolkata
Manual,Hyundai Sonata,2012,₹ 2.99 Lakh,Petrol,5 Seats,"36,448 Kms",Second Owner,2359 CC,198.25bhp,13.44 kmpl,Kolkata
Manual,Hyundai Grand i10 Nios,2022,₹ 6.22 Lakh,Petrol,5 Seats,"30,739 Kms",First Owner,1197 CC,81.86bhp,20.7 kmpl,Kolkata
Manual,Hyundai i20,2021,₹ 7.98 Lakh,Petrol,5 Seats,"21,300 Kms",First Owner,1197 CC,81.80bhp,21 kmpl,Kolkata
Manual,Hyundai Grand i10 Nios,2020,₹ 6.18 Lakh,Petrol,5 Seats,"13,463 Kms",First Owner,1197 CC,81.86bhp,20.7 kmpl,Kolkata
Automatic,Maruti S-Presso,2019,₹ 4.31 Lakh,Petrol,5 Seats,"15,477 Kms",First Owner,998 CC,67.05bhp,21.7 kmpl,Kolkata
Automatic,Maruti Wagon R,2018,₹ 4.15 Lakh,Petrol,5 Seats,"33,000 Kms",First Owner,998 CC,67bhp,20.51 kmpl,Kolkata
Manual,Hyundai i10,2010,₹ 1.80 Lakh,Petrol,5 Seats,"50,000 Kms",Second Owner,1197 CC,78.9bhp,20.36 kmpl,Kolkata
Automatic,Audi Q2,2021,₹ 37 Lakh,Petrol,5 Seats,"15,766 Kms",First Owner,1984 CC,187.74bhp,,Kolkata
Automatic,Hyundai Alcazar,2021,₹ 16.75 Lakh,Diesel,6 Seats,"28,895 Kms",First Owner,1493 CC,113.42bhp,18.1 kmpl,Kolkata
Manual,Maruti Baleno,2019,₹ 6.20 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Kolkata
Manual,Volkswagen Vento,2015,₹ 3.80 Lakh,Diesel,5 Seats,"50,000 Kms",First Owner,1498 CC,103.2bhp,20.34 kmpl,Kolkata
Automatic,Mahindra XUV500,2016,₹ 8.40 Lakh,Diesel,7 Seats,"70,000 Kms",Second Owner,1997 CC,140bhp,16 kmpl,Kolkata
Automatic,Mercedes-Benz C-Class,2020,₹ 35 Lakh,Diesel,5 Seats,"24,600 Kms",First Owner,1950 CC,194bhp,12.6 kmpl,Kolkata
Manual,Mahindra Thar,2023,₹ 15.50 Lakh,Diesel,4 Seats,"10,711 Kms",First Owner,2184 CC,130bhp,15.2 kmpl,Kolkata
Manual,Maruti Ertiga,2018,₹ 6 Lakh,Petrol,7 Seats,"90,000 Kms",First Owner,1373 CC,91.1bhp,17.5 kmpl,Kolkata
Manual,Hyundai Venue,2020,₹ 8.68 Lakh,Petrol,5 Seats,"19,712 Kms",First Owner,998 CC,118.35bhp,18.27 kmpl,Kolkata
Automatic,Honda City,2019,₹ 9.17 Lakh,Petrol,5 Seats,"31,772 Kms",First Owner,1497 CC,117.6bhp,18 kmpl,Kolkata
Manual,Ambassador,2013,₹ 1 Lakh,Diesel,5 Seats,"1,50,000 Kms",First Owner,1995 CC,52 PS ,12.8 kmpl,Kolkata
Manual,Hyundai Verna,2019,₹ 8.67 Lakh,Petrol,5 Seats,"31,055 Kms",First Owner,1591 CC,121.3bhp,17 kmpl,Kolkata
Manual,Renault Duster,2021,₹ 8.27 Lakh,Petrol,5 Seats,"25,695 Kms",First Owner,1498 CC,104.55bhp,16.42 kmpl,Kolkata
Manual,Maruti S-Presso,2021,₹ 4.20 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,998 CC,65.71bhp,21.7 kmpl,Kolkata
Manual,Mahindra XUV300,2019,₹ 9.42 Lakh,Diesel,5 Seats,"24,181 Kms",First Owner,1497 CC,115bhp,20 kmpl,Kolkata
Automatic,Kia Seltos,2020,₹ 13 Lakh,Diesel,5 Seats,"70,000 Kms",First Owner,1493 CC,113.43bhp,18 kmpl,Kolkata
Manual,Renault Duster,2020,₹ 8.04 Lakh,Petrol,5 Seats,"42,970 Kms",First Owner,1498 CC,104.55bhp,16.42 kmpl,Kolkata
Manual,Maruti Alto,2012,₹ 1.79 Lakh,Petrol,5 Seats,"12,541 Kms",Second Owner,796 CC,46.3bhp,19.7 kmpl,Kolkata
Manual,Hyundai i20,2019,₹ 5.50 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1197 CC,81.86bhp,18.6 kmpl,Kolkata
Manual,Hyundai Grand i10 Nios,2021,₹ 6.50 Lakh,Petrol,5 Seats,"10,000 Kms",Second Owner,1197 CC,81.86bhp,20.7 kmpl,Kolkata
Manual,Honda City,2015,₹ 4.49 Lakh,Petrol,5 Seats,"49,817 Kms",First Owner,1497 CC,116.3bhp,16.8 kmpl,Kolkata
Manual,Hyundai Grand i10 Nios,2021,₹ 6.50 Lakh,Petrol,5 Seats,"10,000 Kms",Second Owner,1197 CC,81.86bhp,20.7 kmpl,Kolkata
Manual,Renault KWID,2016,₹ 2.50 Lakh,Petrol,5 Seats,"30,000 Kms",Second Owner,999 CC,67bhp,23.01 kmpl,Kolkata
Manual,Tata Nexon,2022,₹ 8.21 Lakh,Petrol,5 Seats,"10,000 Kms",Second Owner,1199 CC,118.35bhp,17.33 kmpl,Kolkata
Manual,Hyundai Grand i10,2013,₹ 3 Lakh,Diesel,5 Seats,"20,000 Kms",First Owner,1120 CC,70bhp,24 kmpl,Kolkata
Manual,Maruti XL6,2021,₹ 9.50 Lakh,Petrol,6 Seats,"10,000 Kms",Second Owner,1462 CC,103.2bhp,19.01 kmpl,Kolkata
Manual,Mahindra XUV500,2015,₹ 7 Lakh,Diesel,7 Seats,"80,000 Kms",Second Owner,1997 CC,140bhp,16 kmpl,Kolkata
Manual,Hyundai Xcent,2014,₹ 2.80 Lakh,Diesel,5 Seats,"70,000 Kms",Second Owner,1120 CC,71.01bhp,24.4 kmpl,Kolkata
Manual,Maruti Swift,2020,₹ 6.63 Lakh,Petrol,5 Seats,"6,347 Kms",First Owner,1197 CC,81.80bhp,21.21 kmpl,Kolkata
Automatic,Maruti Ignis,2019,₹ 5.59 Lakh,Petrol,5 Seats,"19,437 Kms",Second Owner,1197 CC,81.80bhp,20.89 kmpl,Kolkata
Manual,Maruti Swift,2019,₹ 5 Lakh,Diesel,5 Seats,"61,262 Kms",First Owner,1248 CC,74bhp,28.4 kmpl,Kolkata
Manual,Tata Nexon,2021,₹ 9.34 Lakh,Petrol,5 Seats,"6,059 Kms",First Owner,1199 CC,118.35bhp,17.33 kmpl,Kolkata
Manual,Tata Altroz,2022,₹ 9.14 Lakh,Diesel,5 Seats,"9,134 Kms",First Owner,1497 CC,88.77bhp,23.64 kmpl,Kolkata
Manual,Maruti Baleno,2022,₹ 8.40 Lakh,Petrol,5 Seats,"23,092 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Kolkata
Manual,Tata Altroz,2020,₹ 6.84 Lakh,Diesel,5 Seats,"33,937 Kms",First Owner,1497 CC,88.77bhp,23.64 kmpl,Kolkata
Manual,Maruti Ciaz,2015,₹ 5.24 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1373 CC,91.1bhp,20.73 kmpl,Kolkata
Manual,Toyota Etios Liva,2017,₹ 4.42 Lakh,Petrol,5 Seats,"49,134 Kms",First Owner,1197 CC,78.9bhp,17.71 kmpl,Kolkata
Manual,Maruti Ritz,2010,₹ 1.92 Lakh,Petrol,5 Seats,"71,900 Kms",Second Owner,1197 CC,85.80bhp,21.1 kmpl,Kolkata
Manual,Maruti Wagon R,2020,₹ 5.80 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,998 CC,67.05bhp,21.79 kmpl,Kolkata
Automatic,BMW 5 Series,2019,₹ 38 Lakh,Diesel,5 Seats,"20,000 Kms",First Owner,1995 CC,190bhp,18.12 kmpl,Kolkata
Automatic,Honda Amaze,2021,₹ 8.29 Lakh,Petrol,5 Seats,"10,000 Kms",First Owner,1199 CC,88.76bhp,18.3 kmpl,Kolkata
Automatic,Ford Endeavour,2017,₹ 26.49 Lakh,Diesel,7 Seats,"22,336 Kms",First Owner,3198 CC,197bhp,10.91 kmpl,Kolkata
Automatic,BMW X1,2016,₹ 19.50 Lakh,Diesel,5 Seats,"30,000 Kms",First Owner,1995 CC,188bhp,20.68 kmpl,Kolkata
Manual,Hyundai i20,2019,₹ 6 Lakh,Petrol,5 Seats,"10,000 Kms",Second Owner,1197 CC,81.86bhp,18.6 kmpl,Kolkata
Manual,Honda City,2019,₹ 7.75 Lakh,Petrol,5 Seats,"48,384 Kms",First Owner,1497 CC,117.6bhp,17.4 kmpl,Kolkata
Automatic,MG Hector,2019,₹ 13.65 Lakh,Petrol,5 Seats,"32,000 Kms",First Owner,1451 CC,141bhp,13.96 kmpl,Kolkata
Manual,Skoda Rapid,2020,₹ 8.50 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1598 CC,103.2bhp,14.3 kmpl,Kolkata
Manual,Toyota Etios,2015,₹ 4.35 Lakh,Petrol,5 Seats,"56,023 Kms",First Owner,1496 CC,88.73bhp,16.78 kmpl,Kolkata
Manual,Hyundai Elantra,2019,₹ 9.56 Lakh,Diesel,5 Seats,"60,840 Kms",Second Owner,1582 CC,126.2bhp,22.54 kmpl,Kolkata
Automatic,Nissan Micra,2017,₹ 4.31 Lakh,Petrol,5 Seats,"18,984 Kms",First Owner,1198 CC,75.94bhp,19.34 kmpl,Kolkata
Manual,Maruti Ertiga,2014,₹ 5.75 Lakh,Petrol,7 Seats,"50,000 Kms",First Owner,1373 CC,93.7bhp,16.02 kmpl,Kolkata
Manual,Tata Zest,2017,₹ 4.32 Lakh,Diesel,5 Seats,"1,15,173 Kms",First Owner,1248 CC,74bhp,22.95 kmpl,Kolkata
Manual,Maruti Alto K10,2014,₹ 2.55 Lakh,Petrol,5 Seats,"26,251 Kms",First Owner,998 CC,67.1bhp,20.92 kmpl,Kolkata
Automatic,Mercedes-Benz GLA Class,2015,₹ 16.75 Lakh,Diesel,5 Seats,"35,700 Kms",Second Owner,2143 CC,136bhp,17.9 kmpl,Kolkata
Automatic,Maruti S-Presso,2021,₹ 4.79 Lakh,Petrol,5 Seats,"6,230 Kms",Second Owner,998 CC,67.05bhp,21.7 kmpl,Kolkata
Manual,Tata Nexon,2020,₹ 7.63 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1199 CC,118.35bhp,17.33 kmpl,Kolkata
Automatic,Honda Amaze,2022,₹ 8.46 Lakh,Petrol,5 Seats,"25,228 Kms",First Owner,1199 CC,88.50bhp,18.3 kmpl,Kolkata
Manual,Hyundai Creta,2019,₹ 9.99 Lakh,Petrol,5 Seats,"46,717 Kms",First Owner,1591 CC,121.3bhp,15.8 kmpl,Kolkata
Manual,Hyundai i10,2013,₹ 2.80 Lakh,Petrol,5 Seats,"20,000 Kms",First Owner,1197 CC,78.9bhp,20.36 kmpl,Kolkata
Automatic,Maruti Ertiga,2018,₹ 7.75 Lakh,Petrol,7 Seats,"1,20,000 Kms",First Owner,1462 CC,103bhp,18.69 kmpl,Kolkata
Manual,Skoda Rapid,2014,₹ 3.50 Lakh,Diesel,5 Seats,"65,000 Kms",First Owner,1598 CC,105bhp,20.5 kmpl,Kolkata
Manual,Honda Amaze,2018,₹ 4.45 Lakh,Petrol,5 Seats,"91,000 Kms",First Owner,1199 CC,88.76bhp,19.5 kmpl,Kolkata
Manual,Hyundai i20 Active,2017,₹ 5 Lakh,Petrol,5 Seats,"45,000 Kms",First Owner,1197 CC,81.86bhp,17.19 kmpl,Kolkata
Automatic,Mercedes-Benz AMG GT,2016,₹ 2.10 Crore,Petrol,2 Seats,"30,000 Kms",First Owner,3982 CC,510bhp,12.65 kmpl,Kolkata
Manual,Maruti Ciaz,2019,₹ 8.25 Lakh,Petrol,5 Seats,"30,000 Kms",First Owner,1462 CC,103.25bhp,21.56 kmpl,Kolkata
Manual,Maruti Baleno,2017,₹ 5.10 Lakh,Petrol,5 Seats,"60,000 Kms",First Owner,1197 CC,83.1bhp,21.4 kmpl,Kolkata
Manual,Toyota Etios,2014,₹ 3.25 Lakh,Petrol,5 Seats,"56,000 Kms",First Owner,1496 CC,88.73bhp,16.78 kmpl,Kolkata
Manual,Hyundai Verna,2016,₹ 5 Lakh,Petrol,5 Seats,"54,419 Kms",First Owner,1591 CC,121.3bhp,17.01 kmpl,Kolkata
Automatic,Renault Triber,2020,₹ 6.40 Lakh,Petrol,7 Seats,"22,746 Kms",First Owner,999 CC,71.01bhp,18.2 kmpl,Kolkata
Manual,Maruti Alto 800,2020,₹ 3.34 Lakh,Petrol,5 Seats,"5,385 Kms",First Owner,796 CC,47.33bhp,22.05 kmpl,Kolkata
Automatic,Audi A6,2014,₹ 12.50 Lakh,Diesel,5 Seats,"40,375 Kms",First Owner,1968 CC,174.33bhp,17.68 kmpl,Kolkata
Automatic,Hyundai i20,2020,₹ 7.74 Lakh,Petrol,5 Seats,"10,837 Kms",First Owner,998 CC,118.36bhp,20.28 kmpl,Kolkata
Manual,Maruti Alto 800,2020,₹ 3.26 Lakh,Petrol,5 Seats,"4,521 Kms",First Owner,796 CC,47.33bhp,22.05 kmpl,Kolkata
Automatic,BMW 3 Series,2019,₹ 24 Lakh,Diesel,5 Seats,"25,990 Kms",Second Owner,1995 CC,190bhp,22.69 kmpl,Kolkata
Manual,Maruti Swift Dzire,2021,₹ 6.34 Lakh,Petrol,5 Seats,"6,805 Kms",First Owner,1197 CC,88.50bhp,22.41 kmpl,Kolkata
Automatic,Mercedes-Benz C-Class,2011,₹ 8.25 Lakh,Diesel,5 Seats,"47,000 Kms",First Owner,2143 CC,204bhp,14.94 kmpl,Kolkata
Automatic,Maruti S-Presso,2021,₹ 4.58 Lakh,Petrol,5 Seats,"23,733 Kms",First Owner,998 CC,67.05bhp,21.7 kmpl,Kolkata
Manual,Maruti S-Presso,2021,₹ 4.14 Lakh,Petrol,5 Seats,"9,473 Kms",First Owner,998 CC,65.71bhp,21.7 kmpl,Kolkata
Manual,Renault Duster,2013,₹ 3.10 Lakh,Diesel,5 Seats,"1,50,000 Kms",First Owner,1461 CC,108.45bhp,19.01 kmpl,Kolkata
Automatic,Hyundai Xcent,2015,₹ 4.50 Lakh,Petrol,5 Seats,"70,000 Kms",Second Owner,1197 CC,82bhp,16.9 kmpl,Kolkata
Automatic,Volvo XC60,2019,₹ 44.95 Lakh,Diesel,5 Seats,"38,200 Kms",Second Owner,1969 CC,235bhp,11.2 kmpl,Kolkata
Automatic,Mahindra Alturas G4,2020,₹ 20.25 Lakh,Diesel,7 Seats,"76,187 Kms",First Owner,2157 CC,178.49bhp,12.05 kmpl,Kolkata
Automatic,BMW X3,2016,₹ 24.60 Lakh,Diesel,5 Seats,"40,000 Kms",First Owner,2993 CC,258bhp,16.55 kmpl,Kolkata
Automatic,Honda New Accord,2008,₹ 5 Lakh,Petrol,5 Seats,"89,398 Kms",Third Owner,2354 CC,177.6bhp,11.7 kmpl,Kolkata
Manual,Hyundai Verna,2018,₹ 9 Lakh,Petrol,5 Seats,"50,000 Kms",First Owner,1591 CC,121.3bhp,17 kmpl,Kolkata
Automatic,Toyota Camry,2014,₹ 12 Lakh,Petrol,5 Seats,"70,000 Kms",Third Owner,2494 CC,158.2bhp,19.16 kmpl,Kolkata
Manual,Mahindra TUV 300,2017,₹ 4 Lakh,Diesel,7 Seats,"37,000 Kms",First Owner,1493 CC,100bhp,18.49 kmpl,Kolkata
Manual,Ford Figo,2011,₹ 1.49 Lakh,Petrol,5 Seats,"42,000 Kms",Second Owner,1196 CC,70.02bhp,15.6 kmpl,Kolkata
Automatic,Maruti Alto K10,2016,₹ 3.24 Lakh,Petrol,5 Seats,"19,392 Kms",First Owner,998 CC,67.05bhp,23.95 kmpl,Kolkata
Manual,Maruti Alto 800,2021,₹ 3.56 Lakh,Petrol,5 Seats,"9,522 Kms",First Owner,796 CC,47.33bhp,22.05 kmpl,Kolkata
Manual,Honda Amaze,2014,₹ 2.95 Lakh,Petrol,5 Seats,"28,880 Kms",First Owner,1198 CC,86.7bhp,18 kmpl,Kolkata
